rank,word,definition,level
13690,nutritionist,营养学家,5
13691,filipino,"菲律宾人,菲律宾语,菲律宾的,菲律宾人的",5
13692,molten,"熔化的，熔融的,铸造的，浇铸的,灼热的",5
13693,impromptu,"即席的,临时的,无准备的,即席地,临时地,无准备地,即兴曲,即席演出,即席之作,即席演说",5
13694,nah,<美俚>不,5
13695,colonize,"将…开拓为殖民地,从他地非法把选民移入,移于殖民地,[生]移植植物,开拓殖民地,移居于殖民地",5
13696,unquestionably,毫无疑问地，确凿地,5
13697,little-known,鲜为人知的,5
13698,deafening,"震耳欲聋的,极喧闹的,隔音,隔音装置,使…聋(deafen的ing形式)",5
13699,cardiologist,心脏病专家,5
13700,borrowed,"借来的，虚构的，伪造的,借，借进( borrow的过去式和过去分词 )",5
13701,observance,"遵守，奉行,（宗教的，正式的）仪式,惯例,庆祝",5
13702,inconceivable,"不能想像的，不可思议的，难以置信的,〈口〉难于相信的，惊人的",5
13703,polyester,聚酯,5
13704,hooker,"渔船,妓女",5
13705,rotting,"深蚀刻，沤麻,（使）腐烂， （使）腐朽( rot的现在分词 )",5
13706,deduce,"推论，推断,演绎,追溯根源",5
13707,prick,"刺，扎，戳,刺伤，刺痛,刺，扎,尖形器具",5
13711,evolving,"进化的，展开的,演变，进化( evolve的现在分词 ),（动植物等 ）进化，进化形成",5
13712,bribery,"行贿,[法]贿赂",5
13714,broadband,宽带,5
13715,well-established,"已为大家接受的,信誉卓著的,（树等）生了根的,根深蒂固的",5
13716,levy,"征兵,征税,征收，索取,征税，征集",5
13717,biographical,"传记的,传记体的",5
13718,caper,"跳跃，雀跃,雀跃，跳跃,[植]续随子，刺山柑花蕾,嬉戏,不法活动,嬉戏，开玩笑",5
13719,kiosk,"亭子，凉亭,（车站、广场等处的）书报摊，，公共电话亭,小摊棚，售货亭",5
13720,stereotypical,"[]  [],典型的,带有成见的",5
13721,pamper,"纵容,细心照顾,娇惯",5
13722,politicize,"使政治化,从事政治",5
13723,forcibly,"强迫地,强制地,强有力地,有说服力地",5
13724,unrestricted,"不受限制的,无限制的,自由的,敞开",5
13725,procure,"取得，获得,实现，完成,导致,取得,介绍娼妓，拉皮条",5
13726,sonic,"<物>音波的，音速的,能发声音的",5
13727,postage,邮费，邮资,5
13728,nocturnal,"夜的，夜间的,（动物）夜间活动的,（植物）夜间开花的,[乐]夜曲的",5
13729,lull,"使镇静，使安静,哄，哄骗,使入睡,平静，安静,平息,减弱,停止,暂停,间歇,暂时平静,催眠的东西",5
13730,brooding,"孵卵,郁闷的,沉思的,徘徊不去的,孵蛋(brood的现在分词),沉思",5
13731,stubbornly,倔强地，顽强地，顽固地,5
13732,inherited,"通过继承得到的，遗传的,继承权的,继承( inherit的过去式和过去分词 ),经遗传获得（品质、身体特征等）接替（责任等），继任",5
13733,beep,"哔哔声,嘟嘟响",5
13734,constitutionally,体质上，在本质上,5
13735,implied,"暗指的，含蓄的,暗示，暗指( imply的过去式和过去分词 ),必然包含,说明，表明",5
13736,intercom,内部通话系统,5
13738,reformed,"改革过的，革新的,改善( reform的过去式和过去分词 )",5
13740,gouge,"挖凿,用拇指插入…的眼睛,欺诈，诈取,半圆凿,凿孔,欺诈，骗子",5
13741,inefficiency,"无效率，无能,无效率事例",5
13742,tote,"手提，携带,背负,合计,搬运,手提,负担,总额,装运物",5
13743,doubly,"加倍地，双倍地,两方面地,有双重原因造成,倍增",5
13744,alibi,"犯罪现场,<美口>辩解，托辞,[法]不在犯罪现场的抗辩事实,辩解,找借口,为…辩解,为（某人）提供不在现场的证词",5
13745,dermatologist,"皮肤病学家,皮肤科医生",5
13746,blackboard,黑板,5
13747,waffle,"华夫饼,无聊、含糊的话,胡扯,唠叨",5
13748,geek,"笨蛋，蠢货,对电脑痴迷的人,不可救药的人",5
13750,know-how,"诀窍,实际知识,专门技能,专有技术",5
13751,battleship,战舰,5
13752,steamer,"汽船，轮船,蒸锅,蒸汽机,用蒸汽工作的人",5
13753,dislodge,"把…逐出，驱逐,把…移动,移走，离开原位",5
13754,cultivated,"耕种的,栽培的,有教养的,耕作(cultivate的过去式和过去分词),促进增长,教养，改善,陶冶思想[感情]建立（友谊）",5
13755,preface,"序言，引语,开端，前奏,[宗]（弥撒的）序诵，序祷,作为…的序言，作为…的开端,作序,给…作序,开始，导致",5
13756,dripping,"滴,滴下,滴下物,油滴,（使）滴下( drip的现在分词 ),滴出,含有,充满",5
13757,pendant,（装在项链等上的）垂饰，坠儿,5
13759,impulsive,"冲动的,任性的,受感情驱使的,[物]瞬动的，冲击的",5
13760,stout,"强壮的,结实的,勇敢的,坚定的,烈性黑啤酒,胖子,特大号",5
13762,funk,"惊恐,沮丧,懦夫,（因恐惧）避开（某事物）,害怕,使闻到刺鼻的味道,畏缩,发出刺鼻臭味",5
13764,radiator,"暖气片，散热器,（汽车引擎的）冷却器,辐射体,冰箱",5
13765,haste,"匆忙，急忙,急速，紧迫,轻率,赶紧，匆忙,<古>使快，催促",5
13766,circumstantial,"（指描述）详细的,（指证据）有充分细节却无法证实的",5
13769,shipyard,"船坞,造船厂",5
13771,estuary,"（江河入海的）河口，河口湾,港湾",5
13772,consolidated,"加固的，整理过的，统一的,团结的，统一的,（使）巩固， （使）加强( consolidate的过去式和过去分词 ),（使）合并",5
13773,misgiving,"疑虑， 担心， 恐惧,不安,使（某人的情绪、精神等）疑虑，担忧，害怕( misgive的现在分词 )",5
13774,monoxide,一氧化物,5
13775,repertory,"仓库，贮藏所,（尤指知识等的）贮藏，搜集,贮藏物,全部剧目",5
13776,skylight,天窗,5
13777,subsidized,"[]  [],给…津贴或补贴，资助或补助…( subsidize的过去式和过去分词 )",5
13778,muffle,"裹住，围住,捂住,压抑，阻止,消音,用厚厚的衣帽包着（自己）,低沉的声音,消声器,包裹物,隔焰窑",5
13779,archival,关于档案的,5
13780,darkly,暗黑，呈黑色,5
13781,smuggling,"走私，偷运,偷运( smuggle的现在分词 ),私运,走私,不按规章地偷带（人或物）",5
13782,retardation,"延迟,留级,制动,光程差",5
13783,pre-war,"[]  [],（尤指第一次和第二次世界大战）战前（的）",5
13785,debtor,"债务人,借方,受恩人,罪人",5
13787,unregulated,未受管理[控制、约束]的，未校准[调整、调节]的,5
13789,spade,"铁锹，铲子,纸牌中的)黑桃,铲",5
13791,vehemently,"激烈地,暴烈地,强烈地,热烈地",5
13792,fascism,法西斯主义,5
13793,chide,"责骂，斥责,责备,呵叱，责骂,（风，猎犬等）怒号，咆哮",5
13795,musically,音乐上,5
13796,adventurer,"探险家，冒险家,投机商人",5
13798,leisurely,"从容的，不慌不忙的,悠闲的,从容不迫地，慢慢地，悠闲地",5
13799,mater,<英>母亲，妈妈,5
13800,uncontrolled,"不受控制的，不加克制的,无控,无拘束",5
13801,nozzle,"管嘴，喷嘴,〈俚〉鼻子",5
13802,banned,"[]  [],取缔（ ban的过去分词 ）,查封,禁止,禁止某人做某事（或去某处等）",5
13803,cashmere,"开司米，山羊绒,开士米羊毛织品",5
13805,minimally,"[]  [],最低限度地，最低程度地",5
13806,flaunt,"炫耀,轻蔑，蔑视,张扬,夸耀，招摇,飘扬，招展",5
13807,apex,"顶,<喻>顶峰,<美><矿>脉尖,尖端",5
13808,slant,"（使）倾斜，歪斜,有倾向性地编写或报道,倾斜,斜线，斜面,偏向,偏见,倾斜的",5
13809,tortoise,"乌龟,行动迟缓的人（或物）",5
13810,crumpled,"[]  [],摺皱的，弄皱的,压皱，弄皱( crumple的过去式和过去分词 ),变皱",5
13811,payout,"支出,花费",5
13813,repressed,"被抑制的，被压抑的,抑制( repress的过去式和过去分词 ),约束,镇压,制止",5
13815,aggressor,"侵略者,挑衅者,侵略国",5
13816,dispatcher,"发报机,收发,调度",5
13817,climatic,"气候的,风土的,受气候影响的",5
13818,dislocation,"[医]脱位，脱臼,[物]位错,混乱，紊乱,[地]断层",5
13819,popularize,"使受欢迎,普及,使通俗化,使流行",5
13820,philharmonic,"交响乐团的，音乐团体的,爱好音乐的,交响乐团,爱音乐的人,爱乐团体",5
13821,juniper,"刺柏属丛木或树木,刺柏,杜松,（美）桧状植物（多用于装饰）",5
13822,pathological,"[医]病理学的,由疾病引起的,病态的，疾病的",5
13824,juxtapose,把…并列，把…并置，把…放在另一个旁边,5
13825,stalemate,"僵局,[游戏]王棋受困,使陷入僵局",5
13826,overture,"器乐前奏曲,序曲，序乐,序诗,主动表示，提议,提议",5
13827,guarded,"谨慎的，有保留的,保护，控制( guard的过去式和过去分词 )",5
13828,acknowledgement,"承认，确认,致谢，鸣谢,收条,[法]承认书",5
13829,lithuanian,"立陶宛（前苏联加盟共和国）人,立陶宛的，立陶宛人的，立陶宛语的",5
13830,beset,"镶，嵌,困扰,包围,[航]被冰块包围",5
13832,naming,"命名,确定( name的现在分词 ),决定,给…取名,说出…的名字",5
13833,fiberglass,玻璃纤维，玻璃丝,5
13834,buggy,"婴儿车，童车,<俚>旧汽车,小机动车,轻便马车,多臭虫精神病的，疯的的,<俚>神经有毛病的，古怪的，淘气的",5
13835,discreetly,谨慎地，小心地,5
13836,veneer,"饰面，护面,外饰，虚饰,表层饰板,薄木片,给…镶以饰片,虚饰，粉饰,镶盖,胶合",5
13838,chronological,"按时间的前后顺序排列的,编年的",5
13839,wastewater,废水,5
13841,pennant,"校旗,锦标旗,长三角旗,（船上用的）信号旗",5
13842,hotline,"热线（电话）,电话咨询服务专线",5
13843,eleventh,"第十一,十一分之一的,（每月的）第十一日,十一分之一",5
13845,parisian,"[]  [],巴黎人,巴黎的,巴黎人的",5
13846,siding,铁路的侧线，旁轨,5
13848,chassis,"（车辆的）底盘,（飞机的）起落架,炮底架,（无线电、电视等的）底架",5
13849,miniseries,电视连续短剧,5
13850,landscaping,"景观美化,造园林",5
13851,cod,"鳕鱼,鳕鱼肉,袋，包,阴囊,哄骗，愚弄",5
13853,honored,"光荣的：荣幸的,尊敬，给以荣誉( honor的过去式和过去分词 )",5
13854,responsibly,"负责地,有责任感地,有鉴别力地,能明辨是非地",5
13855,fore,"在前部的,以前的,在前头，朝前头,在前面,前部,船头,在…前,（打高尔夫球者的叫声）让开！",5
13856,centrist,"（政治上的）中立派,温和派,温和派的",5
13857,bustle,"喧闹,忙乱,奔忙,催促,使忙碌,（女裙后部的）腰垫，裙撑,热闹的活动,奔走，忙乱",5
13858,crepe,绉纱，绉绸,5
13859,attune,"使协调,<音>调音",5
13860,garb,"<正，幽>（尤指某类人穿的特定）服装，衣服，制服,装扮,穿衣",5
13861,habitual,"习惯的,惯常的,习以为常的",5
13862,celtic,"凯尔特人的,凯尔特人,凯尔特语",5
13863,eerily,"[]  [],引起神秘感或害怕地",5
13864,cheaply,便宜地，不值钱地,5
13865,valet,"男子的贴身男仆,（旅馆中洗熨衣服的）侍者,伺候客人停车、用车的人,衣帽架,做贴身男仆,为…管理衣物，替…洗熨衣服,伺候，服侍,清洗（汽车）",5
13866,ordering,"排序,分类,调整,整顿,（医生）开（处方）( order的现在分词 ),订购,（上帝、命运等）注定,点（饭菜，饮料等）",5
13868,age-old,"古老的,久远的,存在很久的,由来已久的",5
13869,elf,"（双耳尖尖的）小精灵，小妖精,石箭头,着迷的",5
13870,liturgical,<正>礼拜仪式的,5
13871,prioritize,"按重要性排列，划分优先顺序,优先处理",5
13872,inconvenient,"不方便的,打扰人的，麻烦的,不便",5
13874,gubernatorial,"统治者的,地方长官的,州长的,总督的",5
13875,apprehensive,"忧虑的,有理解力的,惶惑",5
13876,fertilize,"使肥沃,使受孕,施肥",5
13878,snowstorm,"[气]暴风雪，雪崩,雪暴",5
13879,sioux,"苏人的，苏语的,苏族（印第安人的一族， 自称达科他Dakota族）",5
13880,diversification,"变化，多样化,多种经营",5
13881,sarcasm,"讥讽,讽刺话",5
13883,postmodernism,后现代主义,5
13886,mummy,"妈妈,木乃伊,干尸,干瘪的人",5
13887,armenian,"亚美尼亚的，亚美尼亚人的,亚美尼亚人，亚美尼亚语",5
13888,reconnect,再供应（水电等），再接通（电话）,5
13889,major-league,"[]  [],第一流的,职业体育总会的",5
13890,ruffle,"褶裥,混乱,（鼓的）轻擂声,急躁，生气,弄皱,激怒,连续地轻敲,扰乱",5
13891,believable,可信的,5
13892,potency,"效力,潜能,权势,（男人的）性交能力",5
13893,workday,"工作日,平日（指非假日）,（一个）工作日,一天的工作时间,日常的,工作日的,平凡的,平淡无奇的",5
13894,unfit,"不适宜的，不适当的,体格不佳的，不健康的,使不相宜，使不合格",5
13895,idly,"懒惰地,无所事事地,闲着,无益地",5
13897,veranda,阳台，走廊,5
13898,fathom,"英寻,理解…的真意,推测，领会,测深",5
13899,personalize,"在（某物上）作物主标志（尤指表示物主的地址或姓名的首字母）,使（某事物）针对个人、带有个人感情或个性化,在（物品）上标出姓名（记号）,使…拟人化",5
13900,mantel,壁炉架，壁炉台,5
13901,chasm,"峡谷,裂缝，断层,裂口,（感情等的）分歧",5
13902,spatula,"（搅拌或涂敷用的）铲，漆工抹刀,<医>压舌板",5
13903,purify,"使纯净，净化,精炼,使（语言）纯正,给…赎罪，使纯洁",5
13904,archbishop,"大主教,主教长",5
13905,full-size,"原尺寸的,正常尺寸的,全尺寸，全尺度",5
13907,pretext,"借口，托辞,假象，掩饰,借口，假托",5
13908,preposterous,"反常的,荒谬可笑的,不合理的,悠谬",5
13909,kerosene,"煤油，火油,灯油,洋油",5
13910,lowered,"（使）降低， （使）跌落（ lower的过去式和过去分词 ）,削弱,削减,减少",5
13911,organizing,"组织( organize的现在分词 ),成立,安排,规划",5
13912,discursive,东拉西扯的，离题的,5
13913,ultra,"过激的，极端的,过激论者，急进论者",5
13914,communicator,交流者，发报机，列车内通报器,5
13915,run-down,"破旧的,（电池）耗尽的,精疲力竭的,衰弱的,裁员,刺杀出局,纲要，总结",5
13917,intestinal,"肠的,肠壁,肠道细菌",5
13919,visceral,"内脏的，影响内脏的,出自内心的",5
13920,feign,"假装，伪装,捏造（借口、理由等）,装作,创造或虚构,假装,作假,佯作",5
13921,drop-off,急下降，直下降,5
13922,romanian,"罗马尼亚人，罗马尼亚语,罗马尼亚的，罗马尼亚人的，罗马尼亚语的",5
13923,dreaded,"令人畏惧的,害怕的,害怕，恐惧，担心( dread的过去式和过去分词)",5
13924,decentralized,"权力下放，将（权力等）自中央政府转到地方政府( decentralize的过去式和过去分词 ),将（工业、工人等）自集中点分散到较大的区域内",5
13925,clipboard,有纸夹的笔记板，剪贴板,5
13926,carrying,"运送的，运输的,支撑( carry的现在分词 ),携带,输送,运载",5
13927,gypsy,"吉普赛人,吉普赛语,像吉普赛人的人,[航]绞绳筒,像吉普赛人似的,吉普赛人的,吉普赛式的流浪的,无照的,过吉普赛式地生活,流浪,野餐旅行",5
13928,rna,"ribonucleic acid 核糖核酸（略作RNA）,浪漫派小说家协会(Romantic Novelists ' Association)",5
13929,murdered,"[]  [],糟蹋( murder的过去式和过去分词 ),（尤指在团队运动中）彻底打败,打垮",5
13931,eucharist,圣餐，（经过祝圣的）圣餐面包（及酒）,5
13933,swimsuit,（女式）游泳衣,5
13934,upland,"高地的，住在高地的,高地，山地",5
13935,coincidentally,"巧合地,同时发生地,一致地",5
13936,conversational,"会话的，谈话的,健谈的，善应酬的,[计]对话的，双向的",5
13937,jeweler,"珠宝商,宝石匠,钟表商,钟表匠",5
13938,futility,"无益,无效,无益的事,无效果的行动",5
13939,backside,"臀部，背部,后方",5
13940,vigilance,"<正>警觉,警惕,警戒,<医>失眠症",5
13941,confrontational,"挑衅的,对抗的",5
13942,surmise,"推测，猜测,臆测，推断,揣测,猜想",5
13943,starch,"淀粉，含淀粉的食物,形式主义,古板，僵硬,元气,把（衣服）上浆,给…上浆,浆硬,使僵硬",5
13944,rubric,"（用红字印刷的）题目（或句子等）,注释,写在礼拜规程里的礼仪指示,习俗,印为红字的",5
13945,legitimately,正当地，合理地,5
13946,normalize,"使正常化,使标准化",5
13947,rework,"重做，再做,修订,重做的某物",5
13948,evocative,"唤起的,激起的,唤出的",5
13949,acronym,首字母缩略词,5
13950,self-image,自我形象,5
13952,swipe,"重击,尖锐的评论,柄，握杆,刷（磁卡）,偷窃,猛打",5
13953,exhibitor,"展出者,参展商",5
13956,unbelievably,难以置信地，不可信地,5
13957,observable,观察得到的，应遵守的，应庆祝的,5
13958,charging,"装料，炉料,装( charge的现在分词 ),控诉,记账,使充电",5
13960,oceanic,"海洋的，海洋产出的，生活于海洋的,远洋",5
13961,philanthropy,"博爱,慈善活动，慈善事业",5
13963,epistemological,认识论的,5
13964,hotly,"大发雷霆地,猛烈地,紧迫地,热心地",5
13965,aquifer,地下蓄水层，砂石含水层,5
13966,trivia,"琐事，不足道的细枝末节,（中世纪大学的）三学科( trivium的名词复数),薄物细故",5
13967,finesse,"手腕，手段,技巧，策略,纤细,偷牌,巧妙处理,以偷牌方式先出,施巧计,[牌]偷牌,施展巧计",5
13968,chimp,（非洲）黑猩猩,5
13969,ideologically,思想体系上，意识形态上,5
13970,tnt,三硝基甲苯，黄色炸药(trinitrotoluene),5
13971,heavy-duty,"重型的，重载的,耐用的,关税重的,强功率",5
13972,fluke,"侥幸,锚爪,偶然事件,鲽鱼",5
13974,hilltop,小山顶,5
13976,unbroken,"未破损的,连续的,（土地）未破土的,（马等）未驯服的",5
13977,confluence,"<术>（河流的）汇合处,汇流处,<正>（事物的）汇合,汇流",5
13979,tiptoe,"脚尖,踮着脚走,踮着脚走的,偷偷摸摸的,踮着脚地,小心翼翼地",5
13980,stockpile,"（原料，食品等的）储备，准备急用的备用原料或物资，贮存,资源，富源，矿藏量,（为战争准备的）核武器,大量贮备",5
13981,saxophone,[乐]萨克斯管,5
13982,crusty,"易怒的,执拗的,有壳的,硬壳族，脏皮士（生活在常规社会之外、身穿旧衣服到处游逛的英国青年）",5
13983,extremity,"端点,尽头,手和足,极窘迫的境地",5
13984,innovator,"改革者,创新者",5
13986,limitless,"无限制的,无界限的,一望无际的,无限期的",5
13987,melodic,"有旋律的,调子美妙的",5
13988,striker,"罢工者,打击者，打手,（足球的）前锋,锤，报点时钟",5
13991,informational,报告的，情报的,5
13992,kidnapper,拐子，绑匪,5
13993,pre-existing,先已存在的，早已存在的，业已存在的,5
13994,rowing,"划（船）,赛艇运动,划船(row的现在分词)",5
13995,hegemonic,支配的，霸权的,5
13996,forecaster,预报员,5
13997,complicity,"合谋，串通,共犯,牵连",5
13998,puzzling,"使为难的，费解的，令人困惑的,使迷惑，使难解( puzzle的现在分词 ),为难，伤脑筋，苦思",5
13999,cautionary,"警告的,提醒注意的,告诫的,<英>担保的",5
14000,immunization,免疫,5
14001,defined,"有定义的，明确的,清晰的，轮廓分明的,给…下定义，解释，限定(define的过去式和过去分词)",5
14002,wafer,"圆片，晶片,薄脆饼,[电]薄片,[宗]圣饼,用胶纸封",5
14003,fiancee,<法>未婚妻,5
14005,mellow,"（瓜，果等）成熟的,（酒）芳醇的,（颜色或声音）柔和的,圆润的,（使）成熟,变柔和,使芳醇",5
14006,vowel,"元音,母音,元音的,母音的",5
14008,saturation,"（达到）饱和状态,饱和度,浸透，浸润,饱和剂",5
14009,forbidding,"冷峻的，令人生畏的,禁止( forbid的现在分词 ),妨碍,阻碍,阻止",5
14010,chunky,"矮胖的,粗短的,厚实的",5
14011,brash,"傲慢的,轻率的,易碎的,脆的,胃灼热,骤雨,碎片,残枝",5
14012,swede,瑞典人,5
14014,lite,清淡的，低盐的,5
14015,automation,自动化（技术），自动操作,5
14016,vile,"卑鄙的,〈口〉极坏的，讨厌的,〈古〉不足道，无价值的,粗鄙的，恶俗的",5
14017,veterinary,"兽医的,兽医",5
14018,smirk,"傻笑，得意的笑,假笑,傻笑,假笑着说",5
14019,fanciful,"（指人）富于幻想的,（指物）设计或装饰新颖奇特的,奇怪的，稀奇的,不现实",5
14021,aching,"痛的，疼痛的，心痛的,渴望( ache的现在分词 )",5
14022,plethora,"过多，过剩,[医]多血，多血症",5
14023,tax-free,"免税的，不付税的,免税地",5
14024,anatomical,结构（上）的，解剖的,5
14025,weaver,"织工，编织者,[鸟]织巢鸟，[虫]豉豆，织网蜘蛛",5
14026,melancholy,"忧郁,悲哀,愁思,闷闷不乐,忧郁的,悲伤的,凄凉的,阴沉的",5
14027,condolence,"同情，吊唁,哀悼,慰问",5
14028,old-time,以前的，旧式的，资深的,5
14030,delinquent,"不尽责的，怠工的,有过失的,拖欠债务的,流氓,少年罪犯,失职者",5
14031,bathrobe,浴衣，浴袍,5
14032,blackberry,黑莓,5
14033,porous,"能穿透的，能渗透的,有毛孔或气孔的,漏洞多的,易穿过的",5
14034,partisanship,党派性，党派偏见,5
14035,choreographer,编舞者,5
14036,malice,"恶意，恶感,怨恨,[法]预谋,祸心",5
14037,commencement,"开始,开端,毕业典礼,学位授予典礼",5
14038,cleavage,"分裂,[胚] 卵裂,乳沟",5
14039,populous,"人口众多的,人口稠密的",5
14040,distressed,"烦恼的,痛苦的,身体虚弱的,仿旧的",5
14041,vested,既定的,5
14042,hydrocarbon,<化>碳氢化合物，烃,5
14043,crony,"密友,好友",5
14045,cheesecake,"奶酪蛋糕,半裸体的女人照片",5
14046,perseverance,"毅力,韧性,不屈不挠的精神",5
14047,pelvis,[解]骨盆,5
14048,wean,"使断奶,使断念,〈英〉婴儿",5
14049,screenwriter,"电影剧本作家,编剧家",5
14050,piracy,"海上抢劫,盗版行为，非法复制",5
14051,glorify,"赞美,颂扬,美化,使更壮丽",5
14052,gully,"冲沟，溪谷,[建]集水沟，雨水口，檐槽,在…上开沟,形成冲沟，形成沟渠",5
14053,balsamic,香膏质的，如香油的，有镇静作用的,5
14054,parka,风雪大衣,5
14055,deforestation,采伐森林，森林开伐,5
14056,hiv-positive,HIV 阳性,5
14058,methodically,有条理地，有条不紊地，井然地,5
14061,inactive,"不活动的，不活跃的,懒散的，怠惰的,闲置的,[化]钝性的",5
14062,sinful,"有罪的，作孽的,罪孽深重",5
14063,doctrinal,学说的,5
14064,lowly,"<旧>地位低的，卑微的,卑贱的,地位低的,谦逊地,卑鄙地,低低地,声音低低地",5
14065,decorator,"室内装饰师，油漆匠,适于室内装饰的",5
14066,quip,"俏皮话，妙语,嘲弄，讥讽,双关语,说俏皮话,托辞",5
14067,unease,"不安,忧虑，担心",5
14068,expressly,"明显地,明确地,特别地,特意地",5
14069,adapter,"适配器,改编者,改写者适应者,适应物",5
14070,cornfield,<美>玉米田，<英>小麦田,5
14071,approximation,"接近,<数>近似值,近似额,粗略估计",5
14072,tombstone,"墓碑,墓石,（华尔街的）新上市股票[证券]发行公告",5
14074,leaflet,"传单，散页印刷品,小叶，嫩叶,复叶的一片,叶状器官,散发传单",5
14075,deflate,"放气,瘪下来,使泄气,紧缩",5
14076,newlywed,新婚的人,5
14077,fullness,"满,充满,丰富,成熟",5
14079,snowball,"雪球,[植]荚蒾属,打雪仗,滚雪球般增大,向…掷雪球,使滚雪球般增大",5
14080,cooling,"冷却,凉的，凉爽的,冷却的,（使）变凉( cool的现在分词 ),（使）冷静",5
14081,polluted,"污染( pollute的过去式和过去分词 ),腐蚀",5
14083,apache,美洲印第安人的一种族,5
14086,forested,树木丛生的,5
14087,discarded,"丢弃，抛弃( discard的过去式和过去分词 ),不再使用",5
14088,equatorial,"赤道的，赤道附近的,赤道地",5
14089,lymph,"淋巴（液）,痘苗,溪水,泉水",5
14091,flamboyant,"艳丽的,火焰似的,过分华丽的,凤凰木,火焰色红花",5
14092,tarnish,"（通常指金属）（使）失去光泽，（使）变灰暗,玷污，败坏,污点，瑕疵,无光泽，晦暗",5
14093,posting,"记录,[会计]过帐，记账,委派,邮寄,张贴(post的现在分词),公布",5
14094,percentile,"百分位（数）,百分位（数）之一",5
14095,padding,"衬料,衬垫,赘语,废话,给…装衬垫，加垫子( pad的现在分词 ),步行，放轻脚步走",5
14096,repudiate,"（正式地）否认,拒绝接受,拒绝与…往来,拒不履行（法律义务）",5
14097,piping,"（某种或某长度的）管道,笛声,（食品上装饰用的）奶油花饰,（衣服、椅罩等的）滚边,尖声的,高声的,平静的,平和的",5
14098,brandish,"挥舞,炫耀,挥动，挥舞",5
14099,spire,"螺旋,塔尖,尖塔,[动]螺旋部，（软体动物的）螺塔,给…装尖塔,塔状矗立,螺旋形上升",5
14100,clatter,"发出咔哒声,嘁嘁喳喳地说笑,使卡搭卡搭的响,哗啦声,嘁嘁喳喳的谈笑声,咔哒声",5
14102,crevice,（尤指岩石的）裂缝，缺口,5
14103,pragmatism,"[哲]实用主义,实用的观点和方法",5
14104,predicate,"断言，断定,宣布，宣讲,使基于,谓语,述语,谓语的,述语的",5
14106,substrate,"底物,底层,基底,基层",5
14107,forefinger,食指,5
14108,benefactor,"捐助者,施主,恩人",5
14109,morphine,[药]吗啡,5
14112,inlet,"进口,[电]引入,插入物,水湾,引进,嵌入,插入",5
14113,coffer,"保险柜，保险箱,金库,资金，财源,[建]天花板的镶板,[建] 用镶板装饰,把…装入箱内",5
14115,enlargement,"放大,放大物,放大的照片",5
14116,homemaker,主妇,5
14117,tacit,"缄默的,心照不宣的,<律>由法律的效力而产生的",5
14118,outgrow,"过度成长,因年龄增加而失去,年长而不再需要,生物长出",5
14120,agreeable,"令人愉快的，惬意的,有礼貌的,同意的，接受的,适合的，一致的",5
14121,brownie,"核仁巧克力饼,巧克力蛋糕,6-8岁的女童子军,棕仙（传说中夜间帮助做家务的小精灵）",5
14122,controlling,"控制( control的现在分词 ),管理,限制,克制",5
14123,brunch,早午餐,5
14124,stave,"狭板,梯级,诗句,五线谱表,延缓,在…上打洞,压扁,破碎,穿孔",5
14125,allegory,寓言,5
14126,proverbial,"谚语的,众所周知的，出名的,已成话柄的",5
14127,inverted,"反向的，倒转的,使倒置，使反转( invert的过去式和过去分词 )",5
14128,brunt,"（来自攻击一方的）主要力量,撞击，进攻,冲击",5
14129,interchange,"互换，交换,交替（位置等）,使更叠发生,交替发生,交换,相互交换,交换，交替,互通式立体交叉，道路立体枢纽",5
14130,unlucky,"不幸运的，倒霉的,不吉祥的,不顺利的,不凑巧的",5
14131,rusted,"[]  [],（使）生锈( rust的过去式和过去分词 )",5
14132,madly,"发疯似地,疯狂地,精神失常地",5
14133,abolition,"废除,废止,（常用A-）<美史>废除死刑,〈美〉废除黑奴制度",5
14134,affliction,"苦恼，痛苦,灾难,哀伤，忧伤,<天>受克星体",5
14136,brat,"小孩，尤指被宠坏的或举止粗鲁的小孩,美国大兵",5
14137,artistry,"艺术之性质,技艺",5
14138,propriety,"<正>礼貌,规矩,正当,合适",5
14139,cooker,"炊具,锅,炉灶,造谣者",5
14140,freckle,"雀斑，斑点,（使）生斑点，（使）生雀斑",5
14141,alcove,"凹室，壁龛,（花园）凉亭,<古>僻静处",5
14145,condense,"（使）冷凝,（使）凝结,精简,压缩",5
14146,unsolved,"未解答的,未解决的",5
14147,penetrating,"敏锐的,有洞察力的,聪明的,响亮的,贯穿，穿过( penetrate的现在分词),刺入,了解,渗透",5
14148,wriggle,"扭动，蠕动，蜿蜒行进,摆脱，用计逃脱,（使身体某一部位）扭动,耍滑不做，逃避（应做的事等）,蠕动，扭动",5
14149,parting,"临别的，临别纪念的,分离的，分隔的,将要过去的,临终的，临死的,分别，离别,分界线，分界点,分离，分裂,分开,断裂,离去(part的ing形式)",5
14150,nag,"不断找岔，抱怨,困扰，折磨,叱责，抱怨,困扰，焦虑,挑剔的人,马，老马",5
14151,restoring,"归还( restore的现在分词 ),交还,使恢复,修复",5
14152,snowmobile,"摩托雪橇，雪地机动车,[亦称作 skimobile, snowcat] 摩托雪橇；雪地机动车",5
14153,nervousness,神经质，焦躁，胆小,5
14154,impenetrable,"不能通过的,不能理解的,无动于衷的,顽固的，不接受的",5
14155,blocker,雏形锻模，预锻模,5
